hex_id,priority_habitat_share,distance_to_priority_habitat_m,agri_opportunity_score_raw,flood_extent_share,flood_weighted_share,distance_to_flood_m,flood_proximity_score,flood_opportunity_score_raw,flood_feature_source,peat_extent_share,peatland_context_share,peat_weighted_share,distance_to_peat_m,peat_proximity_score,peat_opportunity_score_raw,peat_feature_source,bird_species_richness,bird_record_count,mammal_species_richness,mammal_record_count,cell_area_ratio,connectivity_score,undersized_cell_penalty,run_profile,flood_source_path,flood_source_layer,flood_clean_path,peat_source_path,peat_source_layer,peat_clean_path,bird_species_richness_score,bird_record_coverage_score,bird_observation_score_raw,mammal_species_richness_score,mammal_record_coverage_score,mammal_observation_score_raw,biodiversity_taxa_present,biodiversity_record_coverage_score,biodiversity_observation_score_raw,scenario_nature_first,scenario_balanced,scenario_low_conflict,restoration_opportunity_score,habitat_mosaic_score,lnrs_name
hex_0012711,0.05188249104646079,446.2803685802159,100.0,0.0,0.0,971.4038293331265,95.66790749074637,28.7,dedicated_dataset,0.759367153614609,0.759367153614609,0.759367153614609,0.0,100.0,83.16,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,97.2570335535467,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.82,62.39,65.14,97.21,0.26,
hex_0053041,10.775206266129256,199.46680518267203,100.0,0.0,0.0,1627.0875341282085,92.74380694655513,27.82,dedicated_dataset,0.7770349556489528,0.7770349556489528,0.7770349556489528,0.0,100.0,84.39,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.7740201175823,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.37,62.36,67.25,88.13,53.88,
hex_0004622,15.854376227958197,165.0997193469802,80.0,0.40972668241490967,0.1638906729659639,0.0,100.0,41.47,dedicated_dataset,0.8169509035656853,0.8169509035656853,0.8169509035656853,0.0,100.0,87.19,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.98525003031537,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.41,62.32,63.48,83.29,79.27,
hex_0009397,0.0,463.0128146706408,80.0,0.20551931312384275,0.08220772524953711,63.36533269670326,99.71741465821665,35.67,dedicated_dataset,0.90622659556733,0.90622659556733,0.90622659556733,0.0,100.0,93.44,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,97.15419116695655,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.37,62.29,60.18,97.15,0.0,
hex_0008646,4.81987414211501,368.1957346402174,80.0,0.0390812956217066,0.01563251824868264,294.973816361672,98.68452869784998,30.7,dedicated_dataset,0.9999999999999998,0.9999999999999998,0.9999999999999998,0.0,100.0,100.0,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,97.73696398732851,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.37,62.25,61.04,93.03,24.1,
hex_0182127,0.0,1009.0164094536693,50.0,1.0,0.39999999999999997,0.0,100.0,58.0,dedicated_dataset,1.0,1.0,1.0,0.0,100.0,100.0,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,93.79829732628107,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.53,62.24,53.08,93.8,0.0,
hex_0084157,1.1056763635754585,312.74194441362533,100.0,0.0,0.0,793.1816824069377,96.4627106450762,28.94,dedicated_dataset,0.7184027942435782,0.7184027942435782,0.7184027942435782,0.0,100.0,80.29,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.07779880021556,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.61,62.2,65.22,96.99,5.53,
hex_0085230,0.0,572.3288492316567,100.0,0.050134560358395364,0.02005382414335815,314.2455516104045,98.59858407071313,30.98,dedicated_dataset,0.7187507380095115,0.7187507380095115,0.7187507380095114,0.0,100.0,80.31,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,96.48230363622305,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.46,62.19,65.04,96.48,0.0,
hex_0127310,6.937917268345123,307.3647191100504,80.0,0.9611128065684887,0.3844451226273955,0.0,100.0,56.91,dedicated_dataset,0.49421527184259173,0.49421527184259173,0.49421527184259173,17.54510606866097,99.92437332980796,64.57,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.11084876078104,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,59.91,62.19,61.86,91.3,34.69,
hex_0097875,17.285248436888416,237.2505336734006,100.0,0.0159279320387919,0.00637117281551676,268.96928508718764,98.80049904070748,30.09,dedicated_dataset,0.7508782507664984,0.7508782507664984,0.7508782507664984,0.0,100.0,82.56,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999035,98.54179054449646,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,59.75,62.18,68.49,81.51,86.43,
hex_0008645,9.07694715930713,62.75898611957034,80.0,0.09708136351704247,0.03883254540681699,43.23540686249934,99.80718648975046,32.66,dedicated_dataset,0.923269551636302,0.923269551636302,0.923269551636302,0.0,100.0,94.63,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,99.61426536935275,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.06,62.17,61.84,90.57,45.38,
hex_0003941,0.0,708.1026942819184,80.0,0.10122701747596166,0.04049080699038467,59.726977100364,99.7336403437132,32.75,dedicated_dataset,0.988914874831559,0.988914874831559,0.988914874831559,0.0,100.0,99.22,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,95.64779885515094,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,61.27,62.13,60.05,95.65,0.0,
hex_0023180,0.0,3006.1011898758875,100.0,0.546688047839043,0.2186752191356172,34.68352798942942,99.84532462477459,45.26,dedicated_dataset,0.8679789569137298,0.8679789569137298,0.8679789569137298,0.0,100.0,90.76,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999035,81.52364459878592,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,58.94,62.12,65.54,81.52,0.0,
hex_0087989,14.443169127238342,173.3017466413267,100.0,0.0,0.0,954.8547352369995,95.7417101713658,28.72,dedicated_dataset,0.7490114740073992,0.7490114740073992,0.7490114740073992,0.0,100.0,82.43,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.93483803094183,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,59.91,62.11,67.84,84.65,72.22,
hex_0050387,20.842454181957816,0.0,100.0,0.0,0.0,755.5152255688929,96.630688751185,28.99,dedicated_dataset,0.7805227990798069,0.7805227990798069,0.7805227990798069,0.0,100.0,84.64,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,100.0,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,59.54,62.03,68.77,79.16,95.79,
hex_0087565,0.1515832587134624,472.09620792935425,100.0,0.01591686618174304,0.006366746472697215,174.75380099454742,99.22066435256716,30.21,dedicated_dataset,0.701654794164283,0.701654794164283,0.701654794164283,0.0,100.0,79.12,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,97.098362040957,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.37,62.03,64.95,96.95,0.76,
hex_0013132,0.0,547.4230860723746,100.0,0.0,0.0,679.6691639140935,96.9689334086893,29.09,dedicated_dataset,0.7344557277253163,0.7344557277253163,0.7344557277253163,7.36533269676147,99.96825236709697,81.4,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,96.63538156095132,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.4,62.02,64.9,96.64,0.0,
hex_0054574,4.704891712476427,321.54172971403,100.0,0.0,0.0,677.6685096330173,96.97785556769561,29.09,dedicated_dataset,0.7137900436645713,0.7137900436645713,0.7137900436645713,0.0,100.0,79.97,dedicated_dataset,0.0,0.0,0.0,0.0,1.0,98.02371280962674,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,60.23,62.01,65.82,93.41,23.52,
hex_0013124,15.34556384403899,244.05538405827969,100.0,0.0,0.0,1033.5792392728385,95.39062875297928,28.62,dedicated_dataset,0.7553702465187333,0.7553702465187333,0.7553702465187333,0.0,100.0,82.88,dedicated_dataset,0.0,0.0,0.0,0.0,0.9999999999999706,98.49996599295224,1.0,canonical_published,data/interim/canonical_sources/ea_flood_zones_simplified.parquet,,data/interim/flood_ea_flood_zones_simplified_clean.parquet,data/interim/canonical_sources/england_peat_map_simplified.parquet,,data/interim/peat_england_peat_map_simplified_clean.parquet,0.0,0.0,0.0,100.0,0.0,0.0,0,0.0,0.0,59.74,62.01,67.96,83.38,76.73,
